page	name	url	organisations
international-tax-uk-japan-double-taxation-convention-form-japan-company	International Tax: UK - Japan Double Taxation Convention (Form Japan-Company)	https://www.gov.uk/government/publications/international-tax-uk-japan-double-taxation-convention-form-japan-company	government-organisation:D25
international-tax-uk-switzerland-double-taxation-convention-form-switzerland-direct-investor-company-creditenglish-french	International Tax: UK - Switzerland Double Taxation Convention (Form Switzerland-Direct Investor Company-Credit)(English French)	https://www.gov.uk/government/publications/international-tax-uk-switzerland-double-taxation-convention-form-switzerland-direct-investor-company-creditenglish-french	government-organisation:D25
import-and-export-information-sheet-inf1-inward-processing-ce1143	Import and export: Information Sheet INF1 - Inward Processing (C&E1143)	https://www.gov.uk/government/publications/import-and-export-information-sheet-inf1-inward-processing-ce1143	government-organisation:D25
mental-health-legal-help-and-representation	Mental health: CLR, enhanced rates and review of refusal	https://www.gov.uk/government/publications/mental-health-legal-help-and-representation	government-organisation:EA556
consent-for-a-controlled-activity-within-the-river-dee-water-protection-zone	Consent for a controlled activity within the River Dee water protection zone	https://www.gov.uk/government/publications/consent-for-a-controlled-activity-within-the-river-dee-water-protection-zone	government-organisation:EA199
confirm-satisfaction-of-the-resolution-of-change-of-name-nm03	Confirm satisfaction of the resolution of change of name (NM03)	https://www.gov.uk/government/publications/confirm-satisfaction-of-the-resolution-of-change-of-name-nm03	government-organisation:EA26
climate-change-levy-tax-credit-claim-form-ccl200x	Climate Change Levy: tax credit claim form (CCL200X)	https://www.gov.uk/government/publications/climate-change-levy-tax-credit-claim-form-ccl200x	government-organisation:D25
varicella-zoster-virus-referral-form	Varicella zoster virus referral form	https://www.gov.uk/government/publications/varicella-zoster-virus-referral-form	government-organisation:EA480
give-notice-of-name-or-other-designation-of-class-of-members-sh13	Give notice of name or other designation of class of members (SH13)	https://www.gov.uk/government/publications/give-notice-of-name-or-other-designation-of-class-of-members-sh13	government-organisation:EA26
waste-exemptions-bulk-registration-form	Waste exemptions: bulk and linear networks registration form	https://www.gov.uk/government/publications/waste-exemptions-bulk-registration-form	government-organisation:EA199
applying-to-qualify-as-a-recovery-operation-municipal-waste-incinerators	Municipal waste incinerators: apply to qualify as a recovery operation	https://www.gov.uk/government/publications/applying-to-qualify-as-a-recovery-operation-municipal-waste-incinerators	government-organisation:EA199
register-a-flexible-bus-service	Register a flexible bus service	https://www.gov.uk/government/publications/register-a-flexible-bus-service	government-organisation:PB465
give-notice-of-removal-of-restriction-on-companys-articles-cc02	Give notice of removal of restriction on company's articles (CC02)	https://www.gov.uk/government/publications/give-notice-of-removal-of-restriction-on-companys-articles-cc02	government-organisation:EA26
temporary-certificate-of-competence-to-slaughter-or-kill-animals-application	Temporary certificate of competence to slaughter or kill animals: application	https://www.gov.uk/government/publications/temporary-certificate-of-competence-to-slaughter-or-kill-animals-application	government-organisation:D102;government-organisation:D7
gulls-licence-to-control-them-to-conserve-other-birds	Gulls: licence to control them to conserve other birds	https://www.gov.uk/government/publications/gulls-licence-to-control-them-to-conserve-other-birds	government-organisation:PB202
give-notice-of-other-registrable-person-with-significant-control-of-a-limited-liability-partnership-ll-psc03	Give notice of other registrable person with significant control of a limited liability partnership (LL PSC03)	https://www.gov.uk/government/publications/give-notice-of-other-registrable-person-with-significant-control-of-a-limited-liability-partnership-ll-psc03	government-organisation:EA26
vero-cytotoxin-producing-escherichia-coli-questionnaire	Vero cytotoxin-producing Escherichia coli: questionnaire	https://www.gov.uk/government/publications/vero-cytotoxin-producing-escherichia-coli-questionnaire	government-organisation:EA480
provisional-statement-application-form	Provisional statement application form	https://www.gov.uk/government/publications/provisional-statement-application-form	government-organisation:D16
give-details-of-relevant-legal-entity-with-significant-control-of-a-limited-liability-partnership-ll-psc05	Give details of relevant legal entity with significant control of a limited liability partnership (LL PSC05)	https://www.gov.uk/government/publications/give-details-of-relevant-legal-entity-with-significant-control-of-a-limited-liability-partnership-ll-psc05	government-organisation:EA26
children-adopted-from-care-and-the-pupil-premium-template-letter	Children adopted from care and the pupil premium: template letter	https://www.gov.uk/government/publications/children-adopted-from-care-and-the-pupil-premium-template-letter	government-organisation:D6
request-future-events-relating-to-a-patent-application-or-caveat	Request future events relating to a patent application or caveat	https://www.gov.uk/government/publications/request-future-events-relating-to-a-patent-application-or-caveat	government-organisation:EA34
sickle-cell-and-thalassaemia-screening-laboratory-data-form	Sickle cell and thalassaemia screening: antenatal laboratory data form	https://www.gov.uk/government/publications/sickle-cell-and-thalassaemia-screening-laboratory-data-form	government-organisation:EA480
import-and-export-international-maritime-organisation-general-declaration-c94	Import and export: International Maritime Organisation - general declaration (C94)	https://www.gov.uk/government/publications/import-and-export-international-maritime-organisation-general-declaration-c94	government-organisation:D25
meningococcal-reference-unit-request-form	Meningococcal reference unit request form	https://www.gov.uk/government/publications/meningococcal-reference-unit-request-form	government-organisation:EA480
request-for-a-certified-copy-of-a-design	Request for a certified copy of a design	https://www.gov.uk/government/publications/request-for-a-certified-copy-of-a-design	government-organisation:EA34
free-school-pre-opening-budgets	Free school pre-opening budgets	https://www.gov.uk/government/publications/free-school-pre-opening-budgets	government-organisation:D6
appointing-a-litigation-friend-checklist	Appointing a litigation friend checklist	https://www.gov.uk/government/publications/appointing-a-litigation-friend-checklist	government-organisation:OT328
the-commissioning-academy-application-form	The Commissioning Academy: application form	https://www.gov.uk/government/publications/the-commissioning-academy-application-form	government-organisation:D2;government-organisation:EA1015
central-heating-fund-application-form	Central Heating Fund: application form	https://www.gov.uk/government/publications/central-heating-fund-application-form	government-organisation:D11
vat-mini-one-stop-shop-non-union-return	VAT Mini One Stop Shop: Non-Union Return	https://www.gov.uk/government/publications/vat-mini-one-stop-shop-non-union-return	government-organisation:D25
register-a-charge-where-there-is-no-instrument-mr08	Register a charge where there is no instrument (MR08)	https://www.gov.uk/government/publications/register-a-charge-where-there-is-no-instrument-mr08	government-organisation:EA26
wr166-application-and-agreement-to-apportion-a-water-abstraction-licence	Water abstraction: application to apportion an abstraction licence	https://www.gov.uk/government/publications/wr166-application-and-agreement-to-apportion-a-water-abstraction-licence	government-organisation:EA199
